BindingDB-id,smiles,chemblid,genename,primary_uniprot,secondary_uniprot
50066929,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13,CHEMBL388978,PIM1_HUMAN,P11309,"Q38RT9,Q5T7H7,Q96RG3"
50066932,Cn1cc(C2=C(C(=O)NC2=O)c2cn(CCCSC(N)=N)c3ccccc23)c2ccccc12,CHEMBL6291,PIM1_HUMAN,P11309,"Q38RT9,Q5T7H7,Q96RG3"
50066933,CN(C)CC1CCn2c(C1)c(C1=C(C(=O)NC1=O)c1c[nH]c3ccccc13)c1ccccc21,,PIM1_HUMAN,P11309,"Q38RT9,Q5T7H7,Q96RG3"
50066934,Oc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O,CHEMBL50,PIM1_HUMAN,P11309,"Q38RT9,Q5T7H7,Q96RG3"
50066935,Cn1cc(C2=C(C(=O)NC2=O)c2cn(CCCN)c3ccccc23)c2ccccc12,,PIM1_HUMAN,P11309,"Q38RT9,Q5T7H7,Q96RG3"
50066936,CC(=O)c1cccc(c1)-c1cnc2ccc(NCC3CC3)nn12,CHEMBL200528,PIM1_HUMAN,P11309,"Q38RT9,Q5T7H7,Q96RG3"
50066937,CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc12,CHEMBL7463,PIM1_HUMAN,P11309,"Q38RT9,Q5T7H7,Q96RG3"
50066938,NCC1CCn2c(C1)c(C1=C(C(=O)NC1=O)c1c[nH]c3ccccc13)c1ccccc21,,PIM1_HUMAN,P11309,"Q38RT9,Q5T7H7,Q96RG3"
50066939,O=C1NC(=O)C(=C1c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,CHEMBL266487,PIM1_HUMAN,P11309,"Q38RT9,Q5T7H7,Q96RG3"
50066940,CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc12,CHEMBL7463,PIM1_HUMAN,P11309,"Q38RT9,Q5T7H7,Q96RG3"
50066941,CC(=O)c1cccc(c1)-c1cnc2ccc(NCC3CC3)nn12,CHEMBL200528,PIM1_HUMAN,P11309,"Q38RT9,Q5T7H7,Q96RG3"
50066942,Oc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O,CHEMBL50,PIM1_HUMAN,P11309,"Q38RT9,Q5T7H7,Q96RG3"
50748302,Cc1ccc(Sc2ccc(Sc3nnc[nH]3)nc2C(=O)Nc2ncns2)cn1,CHEMBL4079100,,,
50748303,COc1ccc(Sc2ccc(Sc3nncn3C)nc2C(=O)Nc2ncc(SCC(O)=O)s2)cc1,,,,
50748304,COc1ccc(Sc2ccc(Sc3ccccn3)nc2C(=O)Nc2ncc(CCC(O)=O)s2)cc1,,,,
50748305,COc1ccc(Sc2ccc(Sc3ccccn3)nc2C(=O)Nc2nc(CC(O)=O)cs2)cc1,,,,
50748306,COc1ccc(Sc2ccc(Sc3ccccn3)nc2C(=O)Nc2nc(CC(O)=O)c(Cl)s2)cc1,,,,
50748307,COc1ccc(Sc2ccc(Sc3ccccn3)nc2C(=O)Nc2ncc(SCC(O)=O)s2)cc1,,,,
50748308,OC(=O)Cc1nc(NC(=O)c2nc(Sc3ccccn3)ccc2Sc2ccc(F)cc2)sc1Cl,,,,
50748309,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,,OPRM_CAVPO,P97266,
50000001,CCNC(=O)CNC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNc1n[nH]c(N)n1)NC(=O)[C@H](CCCCNc1n[nH]c(N)n1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O,CHEMBL2370814,GNRHR_HUMAN,P30968,"O75793,Q14D13,Q92644"
50000002,CC(C)C[C@H](NC(=O)[C@H](Cc1cccnc1)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(N)=O,CHEMBL266716,GNRHR_HUMAN,P30968,"O75793,Q14D13,Q92644"
50000003,CC(C)C[C@H](NC(=O)[C@H](CCCCNc1n[nH]c(N)n1)NC(=O)[C@H](CCCCNc1n[nH]c(N)n1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@@H]1C(=O)NCC(N)=O,CHEMBL2370803,GNRHR_HUMAN,P30968,"O75793,Q14D13,Q92644"
50000004,CC(C)C[C@H](NC(=O)[C@H](CCCCNC(=O)c1cccnc1)NC(=O)[C@H](CCCCNC(=O)c1cccnc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(N)=O,CHEMBL2370809,GNRHR_HUMAN,P30968,"O75793,Q14D13,Q92644"
50000005,CC(C)C[C@H](NC(=O)[C@H](CCCCNc1n[nH]c(N)n1)NC(=O)[C@H](CCCCNc1n[nH]c(N)n1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(N)=O,CHEMBL2370818,GNRHR_HUMAN,P30968,"O75793,Q14D13,Q92644"
50000006,CC(C)C[C@H](NC(=O)[C@H](CCC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(N)=O,CHEMBL2370808,GNRHR_HUMAN,P30968,"O75793,Q14D13,Q92644"
50000010,CC(C)C[C@H](NC(=O)[C@H](CCCNc1n[nH]c(N)n1)NC(=O)[C@H](CCCNc1n[nH]c(N)n1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(N)=O,CHEMBL2370807,GNRHR_HUMAN,P30968,"O75793,Q14D13,Q92644"
50748310,COc1nc2ccc(cc2c(Cl)c1-c1cnc(nc1)C#N)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,CHEMBL4097051,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748311,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(Cl)c(cc2c1)-c1ccccc1,CHEMBL4098325,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748312,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,CHEMBL4071285,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748313,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C(F)(F)F)C(O)(c1cncn1C)c1ccc(Cl)cc1,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748314,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C#N)C(O)(c1cncn1C)c1ccc(Cl)cc1,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748315,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(F)cc1)C(O)(c1cncn1C)c1ccc(Cl)cc1,CHEMBL4098583,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748316,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C(F)(F)F)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748317,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(F)cc1)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,CHEMBL4101047,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748318,CCN(CC)c1nc2ccc(cc2c(Cl)c1-c1ccccc1)C(O)(c1cncn1C)c1ccncc1,CHEMBL4062264,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748319,CN(CCO)c1nc2ccc(cc2c(Cl)c1-c1ccccc1)C(O)(c1cncn1C)c1ccncc1,CHEMBL4090273,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748320,CN(C)c1c(c(Cl)nc2ccc(cc12)C(O)(c1cncn1C)c1ccncc1)-c1ccccc1,CHEMBL4100439,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748321,CN(C)c1nc2ccc(cc2c(Cl)c1-c1ccccc1)C(O)(c1cncn1C)c1ccncc1,CHEMBL4059503,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748322,CN(C)c1nc2ccc(cc2c(Cl)c1-c1ccccc1)C(O)(c1cncn1C)c1ccncc1,CHEMBL4059503,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748323,COc1c(-c2ccccc2)c(nc2ccc(cc12)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F)C(F)(F)F,CHEMBL4070889,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748324,COc1nc2ccc(cc2c(Cl)c1Cc1ccccc1)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,CHEMBL4083071,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748325,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(F)cc1)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,CHEMBL4101047,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748326,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)-n1cccn1)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748327,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(F)cc1)C(O)(c1cncn1C)c1ccc(Cl)cc1,CHEMBL4098583,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748328,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C#N)C(O)(c1cncn1C)c1ccc(Cl)cc1,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748336,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)-n1cccn1)C(O)(c1cncn1C)c1ccc(Cl)cc1,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748338,COc1nc2ccc(cc2c(Cl)c1-c1ccccc1)C(O)(c1cncn1C)c1ccncc1,CHEMBL4088364,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748340,Cn1cncc1C(O)(c1ccncc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,CHEMBL4094197,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748341,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(c(-c3ccccc3)c(c2c1)C(F)(F)F)C(F)(F)F,CHEMBL4073568,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748342,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(C#N)c(-c3ccccc3)c(C#N)c2c1,CHEMBL4083942,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748343,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(C#N)c(-c3ccccc3)c(Cl)c2c1,CHEMBL4063937,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748344,COc1nc2ccc(cc2c(Cl)c1-c1ccccc1)C(O)(c1cncn1C)c1ccc(Cl)cc1,CHEMBL4072529,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748346,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2ncc(-c3ccccc3)c(Cl)c2c1,CHEMBL4099447,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748347,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(Cl)c(cc2c1)-c1ccccc1,CHEMBL4098325,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748380,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)-n1cccn1)C(O)(c1cncn1C)c1ccc(Cl)cc1,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748382,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C(F)(F)F)C(O)(c1cncn1C)c1ccc(Cl)cc1,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748384,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C#N)C(O)(c1cncn1C)c1ccc(Cl)cc1,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748389,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)-n1cccn1)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748392,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C(F)(F)F)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748393,COc1nc2ccc(cc2c(Cl)c1Cc1ccccc1)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,CHEMBL4083071,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748394,COc1nc2ccc(cc2c(Cl)c1-c1ccc(cc1)S(C)(=O)=O)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,CHEMBL4079036,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748395,COc1nc2ccc(cc2c(Cl)c1-c1cnc(nc1)C#N)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,CHEMBL4097051,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748400,COc1c(-c2ccccc2)c(nc2ccc(cc12)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F)C(F)(F)F,CHEMBL4070889,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748401,CNc1c(c(Cl)nc2ccc(cc12)C(O)(c1cncn1C)c1ccncc1)-c1ccccc1,CHEMBL4082428,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748403,CN(CCO)c1nc2ccc(cc2c(Cl)c1-c1ccccc1)C(O)(c1cncn1C)c1ccncc1,CHEMBL4090273,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748411,CCN(CC)c1nc2ccc(cc2c(Cl)c1-c1ccccc1)C(O)(c1cncn1C)c1ccncc1,CHEMBL4062264,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748414,CN(C)c1nc2ccc(cc2c(Cl)c1-c1ccccc1)C(O)(c1cncn1C)c1ccncc1,CHEMBL4059503,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748420,CN(C)c1nc2ccc(cc2c(Cl)c1-c1ccccc1)C(O)(c1cncn1C)c1ccncc1,CHEMBL4059503,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748425,COc1nc2ccc(cc2c(Cl)c1-c1ccccc1)C(O)(c1cncn1C)c1ccncc1,CHEMBL4088364,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748426,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(c(-c3ccccc3)c(c2c1)C(F)(F)F)C(F)(F)F,CHEMBL4073568,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748428,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(c(-c3ccccc3)c(Cl)c2c1)C(F)(F)F,CHEMBL4101932,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748429,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(C#N)c(-c3ccccc3)c(C#N)c2c1,CHEMBL4083942,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748430,COc1nc2ccc(cc2c(OC)c1-c1ccccc1)C(O)(c1cncn1C)c1ccc(Cl)cc1,CHEMBL4091706,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748432,COc1nc2ccc(cc2c(Cl)c1-c1ccccc1)C(O)(c1cncn1C)c1ccc(Cl)cc1,CHEMBL4072529,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748434,COc1nc2ccc(cc2c(Cl)c1-c1ccc(cc1)S(C)(=O)=O)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,CHEMBL4079036,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748436,Cn1cncc1C(O)(c1ccc(nc1)C(F)(F)F)c1ccc2nc(N3CCC3)c(-c3ccccc3)c(Cl)c2c1,CHEMBL4097986,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748437,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C(F)(F)F)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748439,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C(F)(F)F)C(O)(c1cncn1C)c1ccc(Cl)cc1,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748448,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2ncc(-c3ccccc3)c(Cl)c2c1,CHEMBL4099447,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748460,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)-n1cccn1)C(O)(c1cncn1C)c1ccc(Cl)cc1,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748462,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)-n1cccn1)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748463,CN(C)c1nc2ccc(cc2c(Cl)c1-c1ccccc1)C(O)(c1cncn1C)c1ccncc1,CHEMBL4059503,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748466,CNc1c(c(Cl)nc2ccc(cc12)C(O)(c1cncn1C)c1ccncc1)-c1ccccc1,CHEMBL4082428,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748468,CN(C)c1c(c(Cl)nc2ccc(cc12)C(O)(c1cncn1C)c1ccncc1)-c1ccccc1,CHEMBL4100439,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748472,CN(C)c1nc2ccc(cc2c(Cl)c1-c1ccccc1)C(O)(c1cncn1C)c1ccncc1,CHEMBL4059503,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748544,Cn1cncc1C(O)(c1ccncc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,CHEMBL4094197,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748549,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(C#N)c(-c3ccccc3)c(Cl)c2c1,CHEMBL4063937,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748569,COc1nc2ccc(cc2c(Cl)c1-c1ccc(cc1)S(C)(=O)=O)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,CHEMBL4079036,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748586,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(c(-c3ccccc3)c(Cl)c2c1)C(F)(F)F,CHEMBL4101932,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748595,COc1nc2ccc(cc2c(OC)c1-c1ccccc1)C(O)(c1cncn1C)c1ccc(Cl)cc1,CHEMBL4091706,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748596,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,CHEMBL4071285,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748597,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(F)cc1)C(O)(c1cncn1C)c1ccc(Cl)cc1,CHEMBL4098583,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748598,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(F)cc1)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,CHEMBL4101047,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748599,Cn1cncc1C(O)(c1ccc(nc1)C(F)(F)F)c1ccc2nc(N3CCC3)c(-c3ccccc3)c(Cl)c2c1,CHEMBL4097986,RORG_HUMAN,P51449,"Q5SZR9,Q8N5V7,Q8NCY8"
50748600,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,CHEMBL51483,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748601,Cc1cc(OCCCn2c(cc3ccc(OCc4ccccc4C(O)=O)cc23)C(=O)N2CCCCC2)cc(C)c1Cl,CHEMBL4071224,,,
50748602,CN(C)C(=O)c1cc2ccc(OCc3ccccc3C(O)=O)cc2n1CCCOc1cc(C)c(Cl)c(C)c1,CHEMBL4067010,,,
50748603,Cc1cc(OCCCn2c(cc3ccc(OCc4ccccc4C(O)=O)cc23)C(N)=O)cc(C)c1Cl,CHEMBL4100319,,,
50748632,Cc1cc(OCCCn2ccc3c(OCc4cccc(c4)C(O)=O)cccc23)cc(C)c1Cl,CHEMBL4082302,,,
50748634,Cc1cc(OCCCn2ccc3c(OCc4ccccc4C(O)=O)cccc23)cc(C)c1Cl,CHEMBL4062127,,,
50748635,CC(C)(C)c1ccc(OCCCn2ccc3cc(OCc4cccc(c4)C(O)=O)ccc23)cc1,CHEMBL4070752,,,
50748636,Cc1cc(OCCCn2ccc3cc(OCc4cccc(c4)C(O)=O)ccc23)cc(C)c1Cl,CHEMBL4097869,,,
50748637,CC(C)(C)c1ccc(OCCCn2ccc3cc(OCc4ccccc4C(O)=O)ccc23)cc1,CHEMBL4081347,,,
50748638,Cc1cc(OCCCn2ccc3ccc(OCc4ccc(cc4)C(O)=O)cc23)cc(C)c1Cl,CHEMBL4073436,,,
50748639,COc1ccc(OCCCn2c(cc3ccc(OCC(O)=O)cc23)C(N)=O)cc1,CHEMBL4103583,,,
50748640,Cc1cc(OCCCn2ccc3ccc(OCc4ccccc4C(O)=O)cc23)cc(C)c1Cl,CHEMBL4088240,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748641,Cc1cc(OCCCn2ccc3ccc(OCc4cccc(c4)C(O)=O)cc23)cc(C)c1Cl,CHEMBL4094073,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748642,Cc1cc(OCCCn2ccc3cc(OCc4ccccc4C(O)=O)ccc23)cc(C)c1Cl,CHEMBL4105602,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748649,CC(C)(C)c1ccc(OCCCn2ccc3cc(OCc4ccccc4C(O)=O)ccc23)cc1,CHEMBL4081347,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748665,Cc1cc(OCCCn2ccc3cc(OCc4cccc(c4)C(O)=O)ccc23)cc(C)c1Cl,CHEMBL4097869,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748669,Cc1cc(OCCCn2ccc3cc(OCc4ccc(cc4)C(O)=O)ccc23)cc(C)c1Cl,CHEMBL4090152,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748679,Cc1cc(OCCCn2ccc3c(OCc4ccccc4C(O)=O)cccc23)cc(C)c1Cl,CHEMBL4062127,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748680,Cc1cc(OCCCn2c(cc3ccc(OCc4ccccc4C(O)=O)cc23)C(N)=O)cc(C)c1Cl,CHEMBL4100319,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748702,CNC(=O)c1cc2ccc(OCc3ccccc3C(O)=O)cc2n1CCCOc1cc(C)c(Cl)c(C)c1,CHEMBL4094488,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748703,CN(C)C(=O)c1cc2ccc(OCc3ccccc3C(O)=O)cc2n1CCCOc1cc(C)c(Cl)c(C)c1,CHEMBL4067010,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748704,CC(C)(C)c1ccc(OCCCn2c(cc3ccc(OCc4ccccc4C(O)=O)cc23)C(=O)N2CCCCC2)cc1,CHEMBL4098261,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748705,Cc1cc(OCCCn2ccc3ccc(OCc4ccccc4C(O)=O)cc23)cc(C)c1Cl,CHEMBL4088240,,,
50748706,Cc1cc(OCCCn2ccc3ccccc23)cc(C)c1Cl,CHEMBL4060001,,,
50748707,Cc1ccc2ccn(CCCOc3cc(C)c(Cl)c(C)c3)c2c1,CHEMBL4080386,,,
50748713,CCOC(=O)c1ccc2ccn(CCCOc3cc(C)c(Cl)c(C)c3)c2c1,CHEMBL4069674,,,
50748714,Cc1cc(OCCCn2ccc3ccc(OCCO)cc23)cc(C)c1Cl,CHEMBL4090685,,,
50748715,Cc1cc(OCCCn2ccc3ccc(OCCCC(O)=O)cc23)cc(C)c1Cl,CHEMBL4082881,,,
50748717,Cc1cc(OCCCn2ccc3cc(OCC(O)=O)ccc23)cc(C)c1Cl,CHEMBL4101383,,,
